Title,Author,Publisher,Subjects,item_id,Subjects_list
bekenntnisse des hochstaplers felix krull,mann thomas 18751955,querido verlag,unknown subjects,14184,['unknown subjects']
ein hungerkünstler vier geschichten,kafka franz,verlag die schmiede,unknown subjects,14185,['unknown subjects']
horse breeding in the medieval world,gladitz charles,four courts press,cheval élevagemoyenâge,14186,['cheval élevagemoyenâge']
narzissmus und illusionäre existenzform zu den bekenntnissen des hochstaplers felix krull,wysling hans,francke,conflitmann thomas,14187,['conflitmann thomas']
the medieval warhorse from byzantium to the crusades,hyland ann,a sutton,chevalguerre4e s 13e s,14188,['chevalguerre4e s 13e s']
the medieval horse and its equipment c1150c1450,unknown author,the boydell press,chevaléquipementmuseum of london londresmoyenâge bascatalogue,14189,['chevaléquipementmuseum of london londresmoyenâge bascatalogue']
thomas mann bekenntnisse des hochstaplers felix krull interpretation,frizen werner,oldenbourg,mann thomasbekenntnisse des hochstaplers felix krull,14190,['mann thomasbekenntnisse des hochstaplers felix krull']
the medieval warhorse origin development and redevelopment,davis ralph henry carless,thames and hudson,chevalguerremoyenâge,14191,['chevalguerremoyenâge']
le cheval dans le monde médiéval,unknown author,publ du cuer ma,chevallittérature françaisemoyenâgecongrès,14192,['chevallittérature françaisemoyenâgecongrès']
le théâtre français du xixe siècle histoire textes choisis mises en scène,unknown author,editions lavantscène théâtre,théâtre français19e smanuel; théâtre français19e santhologie,14193,"['théâtre français19e smanuel', ' théâtre français19e santhologie']"
mieux vivre avec la personnalité limite,unknown author,trécarré,étatlimite psychiatrie,14194,['étatlimite psychiatrie']
kielhofners model of human occupation theory and application,unknown author,wolters kluwer,occupational therapy; models psychological,14195,"['occupational therapy', ' models psychological']"
de lactivité à la participation,meyer sylvie,de boecksolal,ergothérapieterminologie; ergothérapie,14196,"['ergothérapieterminologie', ' ergothérapie']"
martin luther king,foix alain,gallimard,king martin luther; biographies,14197,"['king martin luther', ' biographies']"
cerveau drogues et dépendances,salomon lucas,pour la science; belin,cerveaudrogue,14198,['cerveaudrogue']
faire face aux drogues de la prévention aux soins,bourin michel,ellipses,drogues; toxicomanieprévention,14199,"['drogues', ' toxicomanieprévention']"
les années folles,goldmann annie,castermangiunti,années 1920; artistes; art; psychanalyse; femmesconditions sociales; europe1919 1929; etatsunis1919 1929; urss1919 1929,14200,"['années 1920', ' artistes', ' art', ' psychanalyse', ' femmesconditions sociales', ' europe1919 1929', ' etatsunis1919 1929', ' urss1919 1929']"
les fleurs du mal,baudelaire charles,gallimard,unknown subjects,14201,['unknown subjects']
les etatsunis et la guerre du vietnam,portes jacques,ed complexe,étatsunis19691981; militaires américainsvietnam; guerre du vietnam 19611975; 19681975; etatsunisguerre du vietnam1968 1975; etatsunis,14202,"['étatsunis19691981', ' militaires américainsvietnam', ' guerre du vietnam 19611975', ' 19681975', ' etatsunisguerre du vietnam1968 1975', ' etatsunis']"
la guerre froide les origines les enjeux les moments clés,chautard sophie,studyrama,nations unies; guerre de corée 19501953; déstalinisation; suez affaire de 1956; crise de cuba 1962; guerre froide1945 1962; berlin allemagneberliner mauer,14203,"['nations unies', ' guerre de corée 19501953', ' déstalinisation', ' suez affaire de 1956', ' crise de cuba 1962', ' guerre froide1945 1962', ' berlin allemagneberliner mauer']"
la guerre froide 19471991,godfard patrick,bréal by studyrama,kennan george; guerre froide; manuels denseignement supérieur,14204,"['kennan george', ' guerre froide', ' manuels denseignement supérieur']"
histoire du xxe siècle,unknown author,hatier,mussolini benito; jiang jieshi; mao zedong; kominform; nations unies; conférence de yalta1945; guerres balkaniques 19121913; communismeurss20e siècle; guerre mondiale 19141918; puritanismeetatsunis; fascisme; crise économique 1929; new deal; colonisation; guerre mondiale 19391945; stalinisme; déstalinisation; décolonisation; guerre sinojaponaise 19371945; crise de cuba 1962; histoire20e siècle; politique mondiale20e siècle; histoire21e siècle; politique mondiale21e siècle; russie1917 révolution; allemagne19181933 république de weimar; japonhistoire20e siècle; chinehistoire20e siècle; japon20e siècle; chine19661969 révolution culturelle,14205,"['mussolini benito', ' jiang jieshi', ' mao zedong', ' kominform', ' nations unies', ' conférence de yalta1945', ' guerres balkaniques 19121913', ' communismeurss20e siècle', ' guerre mondiale 19141918', ' puritanismeetatsunis', ' fascisme', ' crise économique 1929', ' new deal', ' colonisation', ' guerre mondiale 19391945', ' stalinisme', ' déstalinisation', ' décolonisation', ' guerre sinojaponaise 19371945', ' crise de cuba 1962', ' histoire20e siècle', ' politique mondiale20e siècle', ' histoire21e siècle', ' politique mondiale21e siècle', ' russie1917 révolution', ' allemagne19181933 république de weimar', ' japonhistoire20e siècle', ' chinehistoire20e siècle', ' japon20e siècle', ' chine19661969 révolution culturelle']"
la découverte de lamérique écrits complets 14921505,colombo cristoforo,la découverte,découverte et exploration espagnoles; 15e siècle fin16e siècle début; découverte et explorationamérique; découvertes géographiques espagnoles; amérique centrale; descriptions et voyages,14206,"['découverte et exploration espagnoles', ' 15e siècle fin16e siècle début', ' découverte et explorationamérique', ' découvertes géographiques espagnoles', ' amérique centrale', ' descriptions et voyages']"
botanique les familles de plantes,dupont frédéric 1953,elsevier masson,botany; molecular biology; plantsclassification; textbook; botanique; biologie moléculaire; plantesclassification; classification,14207,"['botany', ' molecular biology', ' plantsclassification', ' textbook', ' botanique', ' biologie moléculaire', ' plantesclassification', ' classification']"
dictionnaire des synonymes et nuances,unknown author,dictionnaires le robertsejer,français langue; dictionnaires de synonymes et dantonymes,14208,"['français langue', ' dictionnaires de synonymes et dantonymes']"
code des obligations du 30 mars 1911 état le 1er janvier 2022,unknown author,diffusion ofcl; chancellerie fédérale,obligationenrecht; obligationenrechtbundesgesetz; schweiz; textreproduktion,14209,"['obligationenrecht', ' obligationenrechtbundesgesetz', ' schweiz', ' textreproduktion']"
six mois par an,duarte clara,hachette romans,bisexuels; roman pour la jeunesse,14210,"['bisexuels', ' roman pour la jeunesse']"
introduction a leconomie politique,serageldine fouad auteur,les valangine,unknown subjects,14211,['unknown subjects']
histoire de la republique populaire de chine de mao zedong a xi jinping,roux alain 1935,armand colin,chine,14212,['chine']
code des obligations du 30 mars 1911 état le 1er juillet 2017,unknown author,chancellerie fédérale,unknown subjects,14213,['unknown subjects']
principes de comptabilité analytique,palix jeanpierre,lep loisirs et pédagogie,comptabilité analytique; manuels denseignement secondaire,14214,"['comptabilité analytique', ' manuels denseignement secondaire']"
valkyrie les femmes du monde viking,friðriksdóttir jóhanna katrín,tallandier,vikings; femmes vikings,14215,"['vikings', ' femmes vikings']"
la déchéance dun homme,dazai osamu 19091948,gallimard,unknown subjects,14216,['unknown subjects']
histology a text and atlas with correlated cell and molecular biology,pawlina wojciech,wolters kluwer,histologie; histologie moléculaire; histology; manuels denseignement supérieur; atlas; textbook,14217,"['histologie', ' histologie moléculaire', ' histology', ' manuels denseignement supérieur', ' atlas', ' textbook']"
schweizerische strafprozessordnung jugendstrafprozessordnung,unknown author,helbing lichtenhahn,strafprozess; bundesrecht; jugendstrafverfahren; schweizerische strafprozessordnung; schweizerische jugendstrafprozessordnung; schweiz; textreproduktion; kommentarwerk,14218,"['strafprozess', ' bundesrecht', ' jugendstrafverfahren', ' schweizerische strafprozessordnung', ' schweizerische jugendstrafprozessordnung', ' schweiz', ' textreproduktion', ' kommentarwerk']"
les alpes et le chemin de fer,benz gérard,société dhistoire de la suisse romande; ed antipodes,chemin de fertunnel ferroviaire constructionalpes chaîne suisse19e s 21e s début; chemin de fertransversale alpinealpes chaîne suisse19e s 21e s début,14219,"['chemin de fertunnel ferroviaire constructionalpes chaîne suisse19e s 21e s début', ' chemin de fertransversale alpinealpes chaîne suisse19e s 21e s début']"
akira,otomo katsuhiro,ed glénat,bandes dessinées; mangas,14220,"['bandes dessinées', ' mangas']"
les clés de la bande dessinée intégrale,eisner william erwin,delcourt,bandes dessinéeshistoire et critique,14221,['bandes dessinéeshistoire et critique']
biologie,unknown author,lep ed loisirs et pedagogie,unknown subjects,14222,['unknown subjects']
chimie préparation au bac et à la maturité,rebstein martine,presses polytechniques et universitaires romandes,chimie,14223,['chimie']
géométrie vectorielle et analytique,unknown author,g dencre,géométrie vectorielle; géométrie analytique; manuels denseignement secondaire,14224,"['géométrie vectorielle', ' géométrie analytique', ' manuels denseignement secondaire']"
le robert collins pratique allemand dictionnaire françaisallemand allemandfrançais,unknown author,harpercollins; dictionnaires le robert,allemand languefrançais languedictionnaire multilingue,14225,['allemand languefrançais languedictionnaire multilingue']
dictionnaire françaisallemand allemandfrançais wörterbuch französischdeutsch deutschfranzösisch,unknown author,larousse,allemand languefrançais languedictionnaire multilingue,14226,['allemand languefrançais languedictionnaire multilingue']
les combats des femmes,goldmann annie,castermangiunti,féminisme20e siècle; femmes20e siècle; femme condition19e s 20e s,14227,"['féminisme20e siècle', ' femmes20e siècle', ' femme condition19e s 20e s']"
lhindouisme lhistoire les fondements les courants et les pratiques,astier alexandre 1968,éditions eyrolles,hindouisme,14228,['hindouisme']
la religion romaine,unknown author,a colin,religion romaineanthologie; littérature latinereligion romaine; inscription latinereligion romaine,14229,"['religion romaineanthologie', ' littérature latinereligion romaine', ' inscription latinereligion romaine']"
cléopâtre un rêve de puissance,sartre maurice 1944,tallandier,cléopâtrereine degypte ;1,14230,"['cléopâtrereine degypte ', '1']"
le crocodile amoureux,kulot daniela 1966,autrement jeunesse,amour; livres dimages,14231,"['amour', ' livres dimages']"
petit poisson blanc,van genechten guido 1957,mijade,couleurs; livres dimages,14232,"['couleurs', ' livres dimages']"
la moufle,desnouveaux florence,didier jeunesse,unknown subjects,14233,['unknown subjects']
ni punir ni laisser faire la sanction éducative en pratique,beck philippe formateur dadultes morges,jouvence,éducation des enfants; éducation familiale; enfantsdiscipline,14234,"['éducation des enfants', ' éducation familiale', ' enfantsdiscipline']"
eloge de lindividu essai sur la peinture flamande de la renaissance,todorov tzvetan,a biro,peinture flamandeportraitrenaissance,14235,['peinture flamandeportraitrenaissance']
le robert collins allemand françaisallemand allemandfrançais,unknown author,le robert,français langue; allemand languefrançais languedictionnaire multilingue; dictionnaires allemands,14236,"['français langue', ' allemand languefrançais languedictionnaire multilingue', ' dictionnaires allemands']"
arbeiterschaft und wirtschaft in der schweiz 18801914 soziale lage organisation und kämpfe von arbeitern und unternehmern politische organisation und sozialpolitik,unknown author,chronos,mouvement ouvriertravailleursuisse19e s 20e s,14237,['mouvement ouvriertravailleursuisse19e s 20e s']
le robert collins compact dictionnaire françaisanglais anglaisfrançais,unknown author,harper collins; dictionnaires le robert,anglais languefrançais languedictionnaire multilingue,14238,['anglais languefrançais languedictionnaire multilingue']
taxi a coyoacán,solerespiauba dolores,difusión,unknown subjects,14239,['unknown subjects']
hayao miyazaki nuances dune oeuvre,unknown author,les moutons électriques,miyazaki hayao; miyazaki hayao; films danimation; films danimation japonais; ouvrages illustrés,14240,"['miyazaki hayao', ' miyazaki hayao', ' films danimation', ' films danimation japonais', ' ouvrages illustrés']"
réparer les vivants,kerangal maylis de 1967,gallimard,coeurtransplantationroman,14241,['coeurtransplantationroman']
dom juan ou le festin de pierre comédie 1665,molière 16221673,librairie générale française,unknown subjects,14242,['unknown subjects']
guantanameras,solerespiauba dolores,difusión,unknown subjects,14243,['unknown subjects']
un dia en bueno aires un dia una ciudad una historia,rodríguez ernesto,difusion,unknown subjects,14244,['unknown subjects']
un dia en bogota un dia una ciudad una historia,rodríguez ernesto,difusion,unknown subjects,14245,['unknown subjects']
un dia en la habana un dia una ciudad una historia,rodríguez ernesto,difusion,unknown subjects,14246,['unknown subjects']
un dia en ciudad de mexico un dia una ciudad una historia,rodríguez ernesto,difusion,unknown subjects,14247,['unknown subjects']
un dia en madrid un dia una ciudad una historia,rodríguez ernesto,difusion,unknown subjects,14248,['unknown subjects']
un dia en barcelona un dia una ciudad una historia,rodríguez ernesto,difusion,unknown subjects,14249,['unknown subjects']
un dia en malaga un dia una ciudad una historia,rodríguez ernesto,difusion,unknown subjects,14250,['unknown subjects']
un dia en valencia un dia una ciudad una historia,rodríguez ernesto,difusion,unknown subjects,14251,['unknown subjects']
latlas des explorations les hommes et les femmes à la découverte du monde et de lunivers,tomasinelli francesco,nuinui jeunesse,explorateurs; atlas; découvertes géographiques; ouvrages pour la jeunesse,14252,"['explorateurs', ' atlas', ' découvertes géographiques', ' ouvrages pour la jeunesse']"
manuel des médiations thérapeutiques,brun anne,dunod,médiation thérapeutique; manuels denseignement,14253,"['médiation thérapeutique', ' manuels denseignement']"
le corps de loeuvre essais psychanalytiques sur le travail créateur,anzieu didier,gallimard,créativitélittératurepsychanalyse; artcréation psychanalyse; artisteoeuvre dart psychanalyse; créationlittérature psychanalyse,14254,"['créativitélittératurepsychanalyse', ' artcréation psychanalyse', ' artisteoeuvre dart psychanalyse', ' créationlittérature psychanalyse']"
pédagogie différenciée des intentions à laction,perrenoud philippe,esf,enseignement individualisé; pédagogie,14255,"['enseignement individualisé', ' pédagogie']"
cessons de démotiver les élèves 19 clés pour favoriser lapprentissage,favre daniel 1950,dunod,apprentissage; sciences de léducation; affectivité; neuropsychologie; éducation; motivation psychologie; psychologie scolaire; motivation en éducation,14256,"['apprentissage', ' sciences de léducation', ' affectivité', ' neuropsychologie', ' éducation', ' motivation psychologie', ' psychologie scolaire', ' motivation en éducation']"
histoire 9e sciences humaines et sociales cycle 3 fiches de lélève,schoeb suzanne,ciip conférence intercantonale de linstruction publique de la suisse romande et du tessin,histoire ancienne; moyen âge; manuels denseignement secondaire,14257,"['histoire ancienne', ' moyen âge', ' manuels denseignement secondaire']"
48 clues into the disappearance of my sister,oates joyce carol 1938,head of zeus,missing persons; sibling rivalry; brothers and sisters; fiction; siblingsfiction; missing personsfiction; sibling rivalryfiction,14258,"['missing persons', ' sibling rivalry', ' brothers and sisters', ' fiction', ' siblingsfiction', ' missing personsfiction', ' sibling rivalryfiction']"
létymologie avec pico bogue,roques dominique,dargaud,étymologie; bandes dessinées,14259,"['étymologie', ' bandes dessinées']"
exercices de style,queneau raymond,gallimard,unknown subjects,14260,['unknown subjects']
les sept sœurs roman,riley lucinda,charleston,relations entre soeurs; roman irlandais,14261,"['relations entre soeurs', ' roman irlandais']"
la boite a outils du chef de projet avec 12 videos dapprofondissement,maes jérôme,dunod,gestion de projetsguides pratiques,14262,['gestion de projetsguides pratiques']
qui ment,mcmanus karen m 1969,nathan,roman pour la jeunesse,14263,['roman pour la jeunesse']
hunger games,collins suzanne,pocket jeunesse,roman de sciencefiction; roman pour la jeunesse,14264,"['roman de sciencefiction', ' roman pour la jeunesse']"
le droit international humanitaire,buirette patricia,la découverte,droit humanitaire; droit international; droit dingérence humanitaire; kriegsrecht; humanitäre hilfe,14265,"['droit humanitaire', ' droit international', ' droit dingérence humanitaire', ' kriegsrecht', ' humanitäre hilfe']"
nos lieuxdits toponymie romande,bossard maurice 19222013,payot,lieuditnom de lieusuisse romande,14266,['lieuditnom de lieusuisse romande']
klaus vogel on double taxation conventions,unknown author,wolters kluwer,doppelbesteuerungsabkommen; deutschland,14267,"['doppelbesteuerungsabkommen', ' deutschland']"
complete first students book with answers,brookhart guy,cambridge university press,first certificate in english; anglais langueexamens,14268,"['first certificate in english', ' anglais langueexamens']"
linformation des consommateurs en droit européen et en droit suisse de la consommation,vigneronmaggioaprile sandra,bruylant; schulthess,consommateur protectiondroit à linformationsuisse; consommateur protectiondroit à linformationunion européenne droit communautaire; konsumentenschutz; konsument; auskunftspflicht; rechtsvergleichung; gemeinschaftsrecht; schweiz,14269,"['consommateur protectiondroit à linformationsuisse', ' consommateur protectiondroit à linformationunion européenne droit communautaire', ' konsumentenschutz', ' konsument', ' auskunftspflicht', ' rechtsvergleichung', ' gemeinschaftsrecht', ' schweiz']"
das eigentum,liver peter,helbing und lichtenhahn,beschränktes dingliches recht; besitz; dienstbarkeit; eigentum; grundlast; sachenrecht; schweiz; grundlagenwerk,14270,"['beschränktes dingliches recht', ' besitz', ' dienstbarkeit', ' eigentum', ' grundlast', ' sachenrecht', ' schweiz', ' grundlagenwerk']"
léducation positive du chien guide complet,duffo christophe,ulmer,chiendressage; chiencomportement animal; manuels damateurs,14271,"['chiendressage', ' chiencomportement animal', ' manuels damateurs']"
six baisers manques et une histoire damour,sharpe tess 19,editions robert laffont,roman pour la jeunesse; lesbianisme,14272,"['roman pour la jeunesse', ' lesbianisme']"
conseils de lecture pour âmes égarées roman,adams sara nisha,nami,unknown subjects,14273,['unknown subjects']
the kingkiller chronicle,rothfuss patrick,gollancz,unknown subjects,14274,['unknown subjects']
la domination masculine,bourdieu pierre,editions du seuil,gender identity; interpersonal relations; dominancesubordination; prejudice; dominationfemmehomme masculin sociologie; femmehomme masculinkabyle peuple ethnologie; homosexualitémouvement social; relations hommesfemmes; rôle selon le sexe; homosexualitéaspect social,14275,"['gender identity', ' interpersonal relations', ' dominancesubordination', ' prejudice', ' dominationfemmehomme masculin sociologie', ' femmehomme masculinkabyle peuple ethnologie', ' homosexualitémouvement social', ' relations hommesfemmes', ' rôle selon le sexe', ' homosexualitéaspect social']"
la phobie scolaire,caron estelle 1971,ellipses,phobie scolaire; questions et réponses,14276,"['phobie scolaire', ' questions et réponses']"
les coréens,dayezburgeon pascal,tallandier,moeurs et coutumes; sudcoréens; civilisation; 20e siècle fin21e siècle début; corée du sud,14277,"['moeurs et coutumes', ' sudcoréens', ' civilisation', ' 20e siècle fin21e siècle début', ' corée du sud']"
les hauts de hurlevents,brontë emily jane,hugo,unknown subjects,14278,['unknown subjects']
histoire du travail des femmes,battagliola françoise,ed la découverte,femmetravailfrance19e s 2e moitié 20e s,14279,['femmetravailfrance19e s 2e moitié 20e s']
agriculture écologie concurrents ou alliés,bardet loïc,cahiers de la renaissance vaudoise,écologie agricolesuisse,14280,['écologie agricolesuisse']
la suisse nation fêlée essai sur le nationalisme helvétique,chollet antoine 1980,impr du journal de saintecroix et environs; presses du belvédère,nationalismesuisse; nation formationsuissemoyenâge 20e s; identité nationalesuisse peuple; identité nationalesuissemoyenâge 20e s; nationalisme; histoire; suisses; caractère national; suisse,14281,"['nationalismesuisse', ' nation formationsuissemoyenâge 20e s', ' identité nationalesuisse peuple', ' identité nationalesuissemoyenâge 20e s', ' nationalisme', ' histoire', ' suisses', ' caractère national', ' suisse']"
cambiar de idea,cruz aixa de la,caballo de troya,unknown subjects,14282,['unknown subjects']
la procédure pénale applicable aux mineurs,unknown author,cemaj faculté de droit de luniversité de neuchâtel,mineur enfant procédure pénalesuisse2009 2011études diverses; jugendstrafverfahren; schweiz,14283,"['mineur enfant procédure pénalesuisse2009 2011études diverses', ' jugendstrafverfahren', ' schweiz']"
introduction a la psychometrie,hogan thomas p,cheneliere education,tests psychologiques; psychométrie,14284,"['tests psychologiques', ' psychométrie']"
ica information communication administration,brunner annelaure,assap,communication; rédaction administrative,14285,"['communication', ' rédaction administrative']"
cc co lp cst et autres lois et ordonnances édition commerciale,unknown author,orell fussli verlag,zivilrecht; zivilgesetzbuch; obligationenrecht; obligationenrechtbundesgesetz; bundesgesetz über schuldbetreibung und konkurs; bundesverfassung; gesetzessammlung; schweiz; textreproduktion,14286,"['zivilrecht', ' zivilgesetzbuch', ' obligationenrecht', ' obligationenrechtbundesgesetz', ' bundesgesetz über schuldbetreibung und konkurs', ' bundesverfassung', ' gesetzessammlung', ' schweiz', ' textreproduktion']"
lignes de faille roman,huston nancy 1953,actes sud,guerre mondiale 19391945; famille; enfants; roman,14287,"['guerre mondiale 19391945', ' famille', ' enfants', ' roman']"
ukraine de maidan au donbass maidan to donbass,herbaut guillaume 1970,impr ecenter; cdp ed,manifestantsukraine1990 photographie; ukraine2013photographie,14288,"['manifestantsukraine1990 photographie', ' ukraine2013photographie']"
gillian wearing and claude cahun behind the mask another mask,unknown author,national portrait gallery,photographie artistique; autoportraits photographie; catalogues dexposition,14289,"['photographie artistique', ' autoportraits photographie', ' catalogues dexposition']"
uncommon places the complete works,shore stephen 1947,thames hudson,unknown subjects,14290,['unknown subjects']
lenfer,nachtwey james,phaidon,réfugiéphotographies; victime de guerrephotographies; catastrophevictimephotographies,14291,"['réfugiéphotographies', ' victime de guerrephotographies', ' catastrophevictimephotographies']"
the innocents,unknown author,umbrage,unknown subjects,14292,['unknown subjects']
paperwork and the will of capital,simon taryn 1975 verfasser fotograf,hatje cantz verlag,simon taryn1975; plants in artpictorial works,14293,"['simon taryn1975', ' plants in artpictorial works']"
unfamiliar familiarities outside views on switzerland fremdvertraut aussensichten auf die schweiz étrangement familier regards sur la suisse,unknown author,lars müller publishers; fotostiftung schweiz; musée de lelysée,suissephotographies; catalogues dexposition,14294,"['suissephotographies', ' catalogues dexposition']"
1984,orwell george,gallimard,totalitarisme; roman,14295,"['totalitarisme', ' roman']"
neon genesis evangelion,sadamoto yoshiyuki,glénat,mangas,14296,['mangas']
le tre del mattino,carofiglio gianrico 1961,einaudi,unknown subjects,14297,['unknown subjects']
quai dorsay chroniques diplomatiques,lanzac abel,dargaud,pratiques politiquesfrance; bandes dessinées,14298,"['pratiques politiquesfrance', ' bandes dessinées']"
cherryman jagt mister white roman,arjouni jakob 19642013,diogenes,authors german; german fiction,14299,"['authors german', ' german fiction']"
fautil quitter les réseaux sociaux les cinq fléaux qui rongent facebook twitter instagram snapchat et youtube,colombain jérôme,dunod,réseaux sociaux internet; cybercriminalité; désinformation; dépendance à internet,14300,"['réseaux sociaux internet', ' cybercriminalité', ' désinformation', ' dépendance à internet']"
mocafico numéro 6 volumes 1999 à 2016,mocafico guido 1962,steidl,mocafico guido1962; advertising photography; photography artistic; stilllife photography; catalogs; mocafico guido1962catalogs; photography artisticcatalogs; stilllife photographycatalogs; advertising photographycatalogs; photographie artistiquecatalogues; photographie de nature mortecatalogues; photographie publicitairecatalogues,14301,"['mocafico guido1962', ' advertising photography', ' photography artistic', ' stilllife photography', ' catalogs', ' mocafico guido1962catalogs', ' photography artisticcatalogs', ' stilllife photographycatalogs', ' advertising photographycatalogs', ' photographie artistiquecatalogues', ' photographie de nature mortecatalogues', ' photographie publicitairecatalogues']"
visual feast contemporary food photography and styling,unknown author,gestalten,lebensmittel; werbefotografie,14302,"['lebensmittel', ' werbefotografie']"
le monde de sophie roman sur lhistoire de la philosophie,gaarder jostein 1952,editions du seuil,philosophieorigines 20e s,14303,['philosophieorigines 20e s']
numéro de document erroné lors de linscription sur le formulaire,unknown author,gymnase de la cité,unknown subjects,14304,['unknown subjects']
référentiel du travail social hors murs dire les pratiques pour mettre en lumière collectivement un savoirfaire professionnel,unknown author,slatkine,éducateurs de rue; action sociale,14305,"['éducateurs de rue', ' action sociale']"
ajin semihumain,sakurai gamon,glénat,mangas,14306,['mangas']
bonne nuit punpun,asano inio 1980,kana,bandes dessinées; mangas,14307,"['bandes dessinées', ' mangas']"
mémento 100 visuel de la pharmacologie en ifsi,barrau anne,vuibert,pharmacologiesoins infirmiers,14308,['pharmacologiesoins infirmiers']
bien débuter prise en charge de la douleur,berlemont christine,elsevier masson,douleur; soins infirmiers; guides pratiques,14309,"['douleur', ' soins infirmiers', ' guides pratiques']"
létranger,camus albert,gallimard,absurde philosophie; fictions,14310,"['absurde philosophie', ' fictions']"
histoire des grands courants de la pensée politique,raynal jeanjacques,hachette supérieur,idées politiques,14311,['idées politiques']
mon combat,knausgård karl ove,denoël,littérature norvégienne; roman norvégien; arctique; autobiographie; roman,14312,"['littérature norvégienne', ' roman norvégien', ' arctique', ' autobiographie', ' roman']"
la politisation,unknown author,belin,participation politiquefranceétudes diverses; comportement politiquefranceétudes diverses; droits politiquesfranceétudes diverses; politisationfranceétudes diverses; politiquefranceétudes diverses; vie politiquefranceétudes diverses; france sociologie politiqueétudes diverses,14313,"['participation politiquefranceétudes diverses', ' comportement politiquefranceétudes diverses', ' droits politiquesfranceétudes diverses', ' politisationfranceétudes diverses', ' politiquefranceétudes diverses', ' vie politiquefranceétudes diverses', ' france sociologie politiqueétudes diverses']"
les ruses de lintelligence la mètis des grecs,detienne marcel,flammarion,mêtisdivinité; intelligence; tromperie; philosophie grecque; mythologie grecque,14314,"['mêtisdivinité', ' intelligence', ' tromperie', ' philosophie grecque', ' mythologie grecque']"
de létonnement à lapprentissage enquêter pour mieux comprendre,thievenaz joris,de boeck supérieur,pédagogieformation; étonnement philosophie; psychologie de lapprentissage,14315,"['pédagogieformation', ' étonnement philosophie', ' psychologie de lapprentissage']"
campbell biologie,unknown author,pearson france,biologie; biology; manuels denseignement supérieur,14316,"['biologie', ' biology', ' manuels denseignement supérieur']"
la rentrée scolaire stratégies pour les enseignants,wong harry k 1932,chenelière éducation,rentrée scolaire; organisation du travail; enseignants débutants; relations maîtreélève; didactique; classes éducation conduite; guides pratiques et mémentos,14317,"['rentrée scolaire', ' organisation du travail', ' enseignants débutants', ' relations maîtreélève', ' didactique', ' classes éducation conduite', ' guides pratiques et mémentos']"
quand la danse guérit,schottbillmann france,le courrier du livre,dansethérapie; danse; psychologie; anthropologie,14318,"['dansethérapie', ' danse', ' psychologie', ' anthropologie']"
santé planétaire soigner le vivant pour soigner notre santé,unknown author,rue de léchiquier,ecology; environment and public healthethics; environmental healthethics; disorders of environmental origin; éthique de lenvironnement; anthropocène; vie biologie; hygiène du milieu; maladies de lenvironnement,14319,"['ecology', ' environment and public healthethics', ' environmental healthethics', ' disorders of environmental origin', ' éthique de lenvironnement', ' anthropocène', ' vie biologie', ' hygiène du milieu', ' maladies de lenvironnement']"
le cycle de dune,herbert frank,pocket,dystopies; roman de sciencefiction,14320,"['dystopies', ' roman de sciencefiction']"
faire faces le nouveau portrait photographique,ewing william a,actes sud,portraitphotographies,14321,['portraitphotographies']
surveiller et punir naissance de la prison,foucault michel,gallimard,prisons; peines; 18e siècle; france,14322,"['prisons', ' peines', ' 18e siècle', ' france']"
lergothérapie en milieu scolaire,unknown author,presses de luniversite du quebec,milieu scolaire; élèvesréadaptation; ergothérapie,14323,"['milieu scolaire', ' élèvesréadaptation', ' ergothérapie']"
la pratique infirmière de lexamen clinique,unknown author,de boeck,examen cliniquesoins infirmiersmanuel,14324,['examen cliniquesoins infirmiersmanuel']
réussir son stage infirmier en cancérologie hématologie,unknown author,estem; de boeck,cancérologie; hématologie; soins infirmiers,14325,"['cancérologie', ' hématologie', ' soins infirmiers']"
tout sur la psychiatrie,unknown author,foucher,psychiatrie; guides pratiques,14326,"['psychiatrie', ' guides pratiques']"
santé mentale démarche de soins et diagnostics infirmiers,macfarland gertrude k,masson,santé mentalesoins infirmiersmanuel; diagnostic infirmiersanté mentalemanuel,14327,"['santé mentalesoins infirmiersmanuel', ' diagnostic infirmiersanté mentalemanuel']"
abc des gestes techniques et des tests fonctionnels en médecine interne,unknown author,médecine hygiène,internal medicine; médecine interne; handbook,14328,"['internal medicine', ' médecine interne', ' handbook']"
la musicothérapie,vrait françoisxavier,presses universitaires de france,musicothérapie,14329,['musicothérapie']
habiliter à loccupation faire avancer la perspective ergothérapique de la santé du bienêtre et de la justice par loccupation,townsend elizabeth a,caot publications ace,ergothérapie,14330,['ergothérapie']
tout sur les soins palliatifs en fiches mémos,abbadi hayat,foucher,soins palliatifs; guides pratiques,14331,"['soins palliatifs', ' guides pratiques']"
traiter le parkinson prise en charge globale et multidisciplinaire du patient parkinsonien,unknown author,de boeck,maladie de parkinson,14332,['maladie de parkinson']
autisme corps et psychomotricite approches plurielles,unknown author,dunod,autisme; image du corps; psychomotricité; trouble autistique; image du corps; troubles psychomoteurs,14333,"['autisme', ' image du corps', ' psychomotricité', ' trouble autistique', ' image du corps', ' troubles psychomoteurs']"
